Province,Year,Month,Tourism_Type,Income(Million Baht),Tourism_Amount,Province_EN
สระบุรี,2023,5,ไทย,589.21,"336,310",Saraburi
สระบุรี,2023,5,ต่างชาติ,5.74,"3,031",Saraburi
สระบุรี,2023,6,ไทย,561.56,"320,523",Saraburi
สระบุรี,2023,6,ต่างชาติ,5.33,"2,810",Saraburi
สระบุรี,2023,7,ไทย,582.72,"354,938",Saraburi
สระบุรี,2023,7,ต่างชาติ,6.42,"3,276",Saraburi
สระบุรี,2023,8,ไทย,604.13,"367,983",Saraburi
สระบุรี,2023,8,ต่างชาติ,6.57,"3,353",Saraburi
สระบุรี,2023,9,ไทย,574.64,"350,010",Saraburi
สระบุรี,2023,9,ต่างชาติ,5.63,"2,863",Saraburi
สระบุรี,2023,10,ไทย,757.38,"418,105",Saraburi
สระบุรี,2023,10,ต่างชาติ,12.03,"6,549",Saraburi
สระบุรี,2023,11,ไทย,781.84,"431,608",Saraburi
สระบุรี,2023,11,ต่างชาติ,13.56,"7,381",Saraburi
สระบุรี,2023,12,ไทย,868.92,"479,690",Saraburi
สระบุรี,2023,12,ต่างชาติ,14.76,"8,033",Saraburi
สิงห์บุรี,2023,1,ไทย,81.40,"53,906",Sing Buri
สิงห์บุรี,2023,1,ต่างชาติ,0.94,642,Sing Buri
สิงห์บุรี,2023,2,ไทย,80.96,"53,609",Sing Buri
สิงห์บุรี,2023,2,ต่างชาติ,0.72,491,Sing Buri
สิงห์บุรี,2023,3,ไทย,80.53,"53,344",Sing Buri
สิงห์บุรี,2023,3,ต่างชาติ,0.61,422,Sing Buri
สิงห์บุรี,2023,4,ไทย,90.52,"65,493",Sing Buri
สิงห์บุรี,2023,4,ต่างชาติ,0.84,507,Sing Buri
สิงห์บุรี,2023,5,ไทย,98.43,"71,213",Sing Buri
สิงห์บุรี,2023,5,ต่างชาติ,1.11,668,Sing Buri
สิงห์บุรี,2023,6,ไทย,91.96,"66,531",Sing Buri
สิงห์บุรี,2023,6,ต่างชาติ,1.31,781,Sing Buri
สิงห์บุรี,2023,7,ไทย,96.28,"64,759",Sing Buri
สิงห์บุรี,2023,7,ต่างชาติ,1.10,587,Sing Buri
สิงห์บุรี,2023,8,ไทย,100.89,"67,863",Sing Buri
สิงห์บุรี,2023,8,ต่างชาติ,0.87,466,Sing Buri
สิงห์บุรี,2023,9,ไทย,98.71,"66,397",Sing Buri
สิงห์บุรี,2023,9,ต่างชาติ,0.71,381,Sing Buri
สิงห์บุรี,2023,10,ไทย,114.69,"66,587",Sing Buri
สิงห์บุรี,2023,10,ต่างชาติ,1.04,603,Sing Buri
สิงห์บุรี,2023,11,ไทย,119.19,"69,204",Sing Buri
สิงห์บุรี,2023,11,ต่างชาติ,1.01,585,Sing Buri
สิงห์บุรี,2023,12,ไทย,121.48,"70,526",Sing Buri
สิงห์บุรี,2023,12,ต่างชาติ,1.35,784,Sing Buri
สุพรรณบุรี,2023,1,ไทย,870.96,"543,482",Suphan Buri
สุพรรณบุรี,2023,1,ต่างชาติ,9.06,"4,228",Suphan Buri
สุพรรณบุรี,2023,2,ไทย,706.83,"441,062",Suphan Buri
สุพรรณบุรี,2023,2,ต่างชาติ,11.51,"5,372",Suphan Buri
สุพรรณบุรี,2023,3,ไทย,682.44,"425,849",Suphan Buri
สุพรรณบุรี,2023,3,ต่างชาติ,10.03,"4,688",Suphan Buri
สุพรรณบุรี,2023,4,ไทย,811.69,"455,236",Suphan Buri
สุพรรณบุรี,2023,4,ต่างชาติ,10.56,"3,581",Suphan Buri
สุพรรณบุรี,2023,5,ไทย,774.62,"434,446",Suphan Buri
สุพรรณบุรี,2023,5,ต่างชาติ,8.56,"2,903",Suphan Buri
สุพรรณบุรี,2023,6,ไทย,783.65,"439,503",Suphan Buri
สุพรรณบุรี,2023,6,ต่างชาติ,6.29,"2,138",Suphan Buri
สุพรรณบุรี,2023,7,ไทย,874.58,"429,206",Suphan Buri
สุพรรณบุรี,2023,7,ต่างชาติ,7.97,"2,604",Suphan Buri
สุพรรณบุรี,2023,8,ไทย,852.76,"418,501",Suphan Buri
สุพรรณบุรี,2023,8,ต่างชาติ,10.97,"3,583",Suphan Buri
สุพรรณบุรี,2023,9,ไทย,767.32,"376,564",Suphan Buri
สุพรรณบุรี,2023,9,ต่างชาติ,13.36,"4,362",Suphan Buri
สุพรรณบุรี,2023,10,ไทย,724.96,"403,347",Suphan Buri
สุพรรณบุรี,2023,10,ต่างชาติ,11.68,"3,996",Suphan Buri
สุพรรณบุรี,2023,11,ไทย,838.92,"466,752",Suphan Buri
สุพรรณบุรี,2023,11,ต่างชาติ,8.92,"3,051",Suphan Buri
สุพรรณบุรี,2023,12,ไทย,"1,039.00","578,079",Suphan Buri
สุพรรณบุรี,2023,12,ต่างชาติ,11.56,"3,959",Suphan Buri
อ่างทอง,2023,1,ไทย,86.43,"71,620",Ang Thong
อ่างทอง,2023,1,ต่างชาติ,0.92,644,Ang Thong
อ่างทอง,2023,2,ไทย,99.58,"82,519",Ang Thong
อ่างทอง,2023,2,ต่างชาติ,0.74,518,Ang Thong
อ่างทอง,2023,3,ไทย,96.72,"80,146",Ang Thong
อ่างทอง,2023,3,ต่างชาติ,1.00,707,Ang Thong
อ่างทอง,2023,4,ไทย,125.48,"94,672",Ang Thong
อ่างทอง,2023,4,ต่างชาติ,1.15,822,Ang Thong
อ่างทอง,2023,5,ไทย,117.20,"88,428",Ang Thong
อ่างทอง,2023,5,ต่างชาติ,0.81,577,Ang Thong
อ่างทอง,2023,6,ไทย,112.34,"84,745",Ang Thong
อ่างทอง,2023,6,ต่างชาติ,1.00,716,Ang Thong
อ่างทอง,2023,7,ไทย,126.43,"92,013",Ang Thong
อ่างทอง,2023,7,ต่างชาติ,1.12,837,Ang Thong
อ่างทอง,2023,8,ไทย,130.54,"95,001",Ang Thong
อ่างทอง,2023,8,ต่างชาติ,0.97,726,Ang Thong
อ่างทอง,2023,9,ไทย,124.61,"90,688",Ang Thong
อ่างทอง,2023,9,ต่างชาติ,1.23,912,Ang Thong
อ่างทอง,2023,10,ไทย,113.27,"84,840",Ang Thong
อ่างทอง,2023,10,ต่างชาติ,0.96,705,Ang Thong
อ่างทอง,2023,11,ไทย,115.51,"86,514",Ang Thong
อ่างทอง,2023,11,ต่างชาติ,1.05,771,Ang Thong
อ่างทอง,2023,12,ไทย,126.26,"94,559",Ang Thong
อ่างทอง,2023,12,ต่างชาติ,1.20,852,Ang Thong
จันทบุรี,2023,1,ไทย,987.25,"312,656",Chanthaburi
จันทบุรี,2023,1,ต่างชาติ,11.82,"2,443",Chanthaburi
จันทบุรี,2023,2,ไทย,"1,050.78","332,773",Chanthaburi
จันทบุรี,2023,2,ต่างชาติ,13.83,"2,858",Chanthaburi
จันทบุรี,2023,3,ไทย,"1,188.97","376,535",Chanthaburi
จันทบุรี,2023,3,ต่างชาติ,17.51,"3,624",Chanthaburi
จันทบุรี,2023,4,ไทย,"1,662.93","364,893",Chanthaburi
จันทบุรี,2023,4,ต่างชาติ,16.13,"2,516",Chanthaburi
จันทบุรี,2023,5,ไทย,"1,536.54","337,160",Chanthaburi
จันทบุรี,2023,5,ต่างชาติ,12.52,"1,952",Chanthaburi
จันทบุรี,2023,6,ไทย,"1,350.08","296,244",Chanthaburi
จันทบุรี,2023,6,ต่างชาติ,11.31,"1,762",Chanthaburi
จันทบุรี,2023,7,ไทย,"1,240.57","341,412",Chanthaburi
จันทบุรี,2023,7,ต่างชาติ,7.47,"1,588",Chanthaburi
จันทบุรี,2023,8,ไทย,"1,282.78","353,029",Chanthaburi
จันทบุรี,2023,8,ต่างชาติ,7.31,"1,554",Chanthaburi
จันทบุรี,2023,9,ไทย,"1,193.94","328,586",Chanthaburi
จันทบุรี,2023,9,ต่างชาติ,7.51,"1,596",Chanthaburi
จันทบุรี,2023,10,ไทย,"1,044.13","270,848",Chanthaburi
จันทบุรี,2023,10,ต่างชาติ,5.83,"1,267",Chanthaburi
จันทบุรี,2023,11,ไทย,"1,070.02","277,564",Chanthaburi
จันทบุรี,2023,11,ต่างชาติ,8.02,"1,745",Chanthaburi
จันทบุรี,2023,12,ไทย,"1,170.59","303,649",Chanthaburi
จันทบุรี,2023,12,ต่างชาติ,9.36,"2,036",Chanthaburi
ฉะเชิงเทรา,2023,1,ไทย,548.17,"472,608",Chachoengsao
ฉะเชิงเทรา,2023,1,ต่างชาติ,1.95,"1,259",Chachoengsao
ฉะเชิงเทรา,2023,2,ไทย,494.54,"426,374",Chachoengsao
ฉะเชิงเทรา,2023,2,ต่างชาติ,1.56,"1,008",Chachoengsao
ฉะเชิงเทรา,2023,3,ไทย,526.02,"453,524",Chachoengsao
ฉะเชิงเทรา,2023,3,ต่างชาติ,2.02,"1,309",Chachoengsao
ฉะเชิงเทรา,2023,4,ไทย,685.95,"475,918",Chachoengsao
ฉะเชิงเทรา,2023,4,ต่างชาติ,4.29,"1,795",Chachoengsao
ฉะเชิงเทรา,2023,5,ไทย,657.89,"456,449",Chachoengsao
ฉะเชิงเทรา,2023,5,ต่างชาติ,3.73,"1,563",Chachoengsao
ฉะเชิงเทรา,2023,6,ไทย,609.74,"423,038",Chachoengsao
ฉะเชิงเทรา,2023,6,ต่างชาติ,3.58,"1,495",Chachoengsao
ฉะเชิงเทรา,2023,7,ไทย,577.54,"438,517",Chachoengsao
ฉะเชิงเทรา,2023,7,ต่างชาติ,3.93,"1,557",Chachoengsao
ฉะเชิงเทรา,2023,8,ไทย,615.88,"467,627",Chachoengsao
ฉะเชิงเทรา,2023,8,ต่างชาติ,3.67,"1,454",Chachoengsao
ฉะเชิงเทรา,2023,9,ไทย,635.15,"482,268",Chachoengsao
ฉะเชิงเทรา,2023,9,ต่างชาติ,4.69,"1,852",Chachoengsao
ฉะเชิงเทรา,2023,10,ไทย,676.57,"499,514",Chachoengsao
ฉะเชิงเทรา,2023,10,ต่างชาติ,4.78,"1,871",Chachoengsao
ฉะเชิงเทรา,2023,11,ไทย,703.84,"519,643",Chachoengsao
ฉะเชิงเทรา,2023,11,ต่างชาติ,5.32,"2,082",Chachoengsao
ฉะเชิงเทรา,2023,12,ไทย,762.63,"563,047",Chachoengsao
ฉะเชิงเทรา,2023,12,ต่างชาติ,5.70,"2,229",Chachoengsao
ชลบุรี,2023,1,ไทย,"7,872.94","1,388,394",Chonburi
ชลบุรี,2023,1,ต่างชาติ,"15,700.80","747,470",Chonburi
ชลบุรี,2023,2,ไทย,"6,213.61","1,095,770",Chonburi
ชลบุรี,2023,2,ต่างชาติ,"15,743.81","749,518",Chonburi
ชลบุรี,2023,3,ไทย,"6,405.91","1,129,687",Chonburi
ชลบุรี,2023,3,ต่างชาติ,"17,423.74","832,148",Chonburi
ชลบุรี,2023,4,ไทย,"7,278.19","1,152,479",Chonburi
ชลบุรี,2023,4,ต่างชาติ,"19,323.18","812,494",Chonburi
ชลบุรี,2023,5,ไทย,"7,478.20","1,184,150",Chonburi
ชลบุรี,2023,5,ต่างชาติ,"18,115.09","761,697",Chonburi
ชลบุรี,2023,6,ไทย,"7,392.38","1,170,560",Chonburi
ชลบุรี,2023,6,ต่างชาติ,"18,953.68","794,999",Chonburi
ชลบุรี,2023,7,ไทย,"5,235.32","899,703",Chonburi
ชลบุรี,2023,7,ต่างชาติ,"18,985.08","1,031,825",Chonburi
ชลบุรี,2023,8,ไทย,"7,579.15","1,302,498",Chonburi
ชลบุรี,2023,8,ต่างชาติ,"17,793.56","967,067",Chonburi
ชลบุรี,2023,9,ไทย,"5,667.97","974,054",Chonburi
ชลบุรี,2023,9,ต่างชาติ,"17,243.37","939,379",Chonburi
ชลบุรี,2023,10,ไทย,"7,974.47","1,187,341",Chonburi
ชลบุรี,2023,10,ต่างชาติ,"15,304.05","762,788",Chonburi
ชลบุรี,2023,11,ไทย,"9,197.75","1,369,478",Chonburi
ชลบุรี,2023,11,ต่างชาติ,"16,418.89","818,354",Chonburi
ชลบุรี,2023,12,ไทย,"10,307.82","1,534,753",Chonburi
ชลบุรี,2023,12,ต่างชาติ,"18,362.22","918,609",Chonburi
ตราด,2023,1,ไทย,960.95,"149,768",Trat
ตราด,2023,1,ต่างชาติ,226.07,"16,434",Trat
ตราด,2023,2,ไทย,856.44,"133,481",Trat
ตราด,2023,2,ต่างชาติ,221.34,"16,091",Trat
ตราด,2023,3,ไทย,"1,026.78","160,027",Trat
ตราด,2023,3,ต่างชาติ,234.89,"17,062",Trat
ตราด,2023,4,ไทย,"1,159.33","168,322",Trat
ตราด,2023,4,ต่างชาติ,311.66,"19,932",Trat
ตราด,2023,5,ไทย,"1,037.21","150,590",Trat
ตราด,2023,5,ต่างชาติ,338.04,"21,619",Trat
ตราด,2023,6,ไทย,933.57,"135,542",Trat
ตราด,2023,6,ต่างชาติ,312.13,"20,032",Trat
ตราด,2023,7,ไทย,875.47,"138,361",Trat
ตราด,2023,7,ต่างชาติ,337.00,"22,777",Trat
ตราด,2023,8,ไทย,796.52,"125,884",Trat
ตราด,2023,8,ต่างชาติ,399.87,"27,027",Trat
ตราด,2023,9,ไทย,695.36,"109,895",Trat
ตราด,2023,9,ต่างชาติ,407.18,"27,542",Trat
ตราด,2023,10,ไทย,959.10,"135,997",Trat
ตราด,2023,10,ต่างชาติ,342.60,"25,332",Trat
ตราด,2023,11,ไทย,808.66,"114,666",Trat
ตราด,2023,11,ต่างชาติ,433.34,"32,041",Trat
ตราด,2023,12,ไทย,"1,008.44","142,994",Trat
ตราด,2023,12,ต่างชาติ,453.31,"33,459",Trat
นครนายก,2023,1,ไทย,434.89,"135,724",Nakhon Nayok
นครนายก,2023,1,ต่างชาติ,4.17,"1,091",Nakhon Nayok
นครนายก,2023,2,ไทย,409.99,"127,954",Nakhon Nayok
นครนายก,2023,2,ต่างชาติ,3.98,"1,041",Nakhon Nayok
นครนายก,2023,3,ไทย,435.47,"135,906",Nakhon Nayok
นครนายก,2023,3,ต่างชาติ,4.03,"1,056",Nakhon Nayok
นครนายก,2023,4,ไทย,419.84,"150,406",Nakhon Nayok
นครนายก,2023,4,ต่างชาติ,3.17,865,Nakhon Nayok
นครนายก,2023,5,ไทย,421.53,"151,012",Nakhon Nayok
นครนายก,2023,5,ต่างชาติ,2.75,749,Nakhon Nayok
นครนายก,2023,6,ไทย,420.98,"150,811",Nakhon Nayok
นครนายก,2023,6,ต่างชาติ,2.45,673,Nakhon Nayok
นครนายก,2023,7,ไทย,415.22,"158,289",Nakhon Nayok
นครนายก,2023,7,ต่างชาติ,3.45,984,Nakhon Nayok
นครนายก,2023,8,ไทย,425.52,"162,214",Nakhon Nayok
นครนายก,2023,8,ต่างชาติ,3.87,"1,105",Nakhon Nayok
นครนายก,2023,9,ไทย,407.26,"155,253",Nakhon Nayok
นครนายก,2023,9,ต่างชาติ,3.61,"1,035",Nakhon Nayok
นครนายก,2023,10,ไทย,544.10,"207,272",Nakhon Nayok
นครนายก,2023,10,ต่างชาติ,4.72,"1,118",Nakhon Nayok
นครนายก,2023,11,ไทย,561.94,"214,068",Nakhon Nayok
นครนายก,2023,11,ต่างชาติ,5.57,"1,319",Nakhon Nayok
นครนายก,2023,12,ไทย,621.36,"236,708",Nakhon Nayok
นครนายก,2023,12,ต่างชาติ,6.14,"1,450",Nakhon Nayok
ปราจีนบุรี,2023,1,ไทย,304.72,"102,838",Prachin Buri
ปราจีนบุรี,2023,1,ต่างชาติ,2.05,641,Prachin Buri
ปราจีนบุรี,2023,2,ไทย,287.29,"96,956",Prachin Buri
ปราจีนบุรี,2023,2,ต่างชาติ,1.47,460,Prachin Buri
ปราจีนบุรี,2023,3,ไทย,309.99,"104,622",Prachin Buri
ปราจีนบุรี,2023,3,ต่างชาติ,1.75,545,Prachin Buri
ปราจีนบุรี,2023,4,ไทย,318.90,"110,083",Prachin Buri
ปราจีนบุรี,2023,4,ต่างชาติ,1.60,374,Prachin Buri
